000029607I,0000,カブト1F,CODE39,2025-03-18 16:11:38
0000287271,0000,カブト1F,CODE39,2025-03-28 09:56:21
0000287277,0000,カブト1F,CODE39,2025-03-28 09:56:21
0000296226,0000,カブト1F,CODE39,2025-03-28 09:56:22
0000296080,0000,カブト1F,CODE39,2025-03-28 09:56:23
0000296078,0000,カブト1F,CODE39,2025-03-28 09:56:23
0000296079,0000,カブト1F,CODE39,2025-03-28 09:56:24
0000296077,0000,カブト1F,CODE39,2025-03-28 09:56:24
0000302160,0000,コンテナ,CODE39,2025-05-30 11:17:09
0000302185,0000,コンテナ,CODE39,2025-05-30 11:17:10
0000302186,0000,コンテナ,CODE39,2025-05-30 11:17:10
0000302087,0000,コンテナ,CODE39,2025-05-30 11:17:11
