0000302159,3804,コンテナ,CODE39,2025-05-30 10:19:00
0000302084,3804,コンテナ,CODE39,2025-05-30 10:19:03
0000302085,3804,コンテナ,CODE39,2025-05-30 10:19:09
0000302086,3804,コンテナ,CODE39,2025-05-30 10:19:14
0000301979,3804,コンテナ,CODE39,2025-05-30 10:19:22
0000302083,3804,コンテナ,CODE39,2025-05-30 10:19:29
0000302140,3804,コンテナ,CODE39,2025-05-30 10:19:35
0000302139,3804,コンテナ,CODE39,2025-05-30 10:19:40
0000302082,3804,コンテナ,CODE39,2025-05-30 10:19:50
0000301981,3804,コンテナ,CODE39,2025-05-30 10:19:55
0000302120,3804,コンテナ,CODE39,2025-05-30 10:20:03
0000301980,3804,コンテナ,CODE39,2025-05-30 10:20:06
0000302041,3804,コンテナ,CODE39,2025-05-30 10:20:12
0000301966,3804,コンテナ,CODE39,2025-05-30 10:51:29
0000301969,3804,コンテナ,CODE39,2025-05-30 10:51:41
0000301967,3804,コンテナ,CODE39,2025-05-30 10:51:47
0000301968,3804,コンテナ,CODE39,2025-05-30 10:51:53
0000302203,3804,コンテナ,CODE39,2025-05-30 10:51:58
0000301982,3804,コンテナ,CODE39,2025-05-30 10:52:01
0000302141,3804,コンテナ,CODE39,2025-05-30 10:52:05
0000302142,3804,コンテナ,CODE39,2025-05-30 10:52:10
0000302111,3804,コンテナ,CODE39,2025-05-30 10:52:14
0000302110,3804,コンテナ,CODE39,2025-05-30 10:52:18
0000302108,3804,コンテナ,CODE39,2025-05-30 10:52:24
0000302043,3804,コンテナ,CODE39,2025-05-30 10:52:26
0000302044,3804,コンテナ,CODE39,2025-05-30 10:52:32
0000301983,3804,コンテナ,CODE39,2025-05-30 10:52:36
0000302185,3804,コンテナ,CODE39,2025-05-30 11:23:11
0000302160,3804,コンテナ,CODE39,2025-05-30 11:23:11
0000302186,3804,コンテナ,CODE39,2025-05-30 11:23:11
0000302087,3804,コンテナ,CODE39,2025-05-30 11:23:12
0000302094,3804,コンテナ,CODE39,2025-05-30 14:04:45
