9999990056,9999,カブト1F,NO_BARCODE,2025-10-02 09:59:19
9999990057,9999,カブト1F,NO_BARCODE,2025-10-02 09:59:19
9999990058,9999,カブト1F,NO_BARCODE,2025-10-02 09:59:20
9999990059,9999,カブト1F,NO_BARCODE,2025-10-02 09:59:20
9999990060,9999,カブト1F,NO_BARCODE,2025-10-02 09:59:20
9999990061,9999,カブト1F,NO_BARCODE,2025-10-02 09:59:20
9999990062,9999,カブト1F,NO_BARCODE,2025-10-02 09:59:20
9999990063,9999,カブト1F,NO_BARCODE,2025-10-02 09:59:20
0000322803,9999,カブト1F,CODE39,2025-10-03 11:56:54
0000322802,9999,カブト1F,CODE39,2025-10-03 11:56:58
0000322801,9999,カブト1F,CODE39,2025-10-03 11:57:01
0000322798,9999,カブト1F,CODE39,2025-10-03 11:57:13
0000322797,9999,カブト1F,CODE39,2025-10-03 11:57:14
