0000287277,_4656_,_K1_,CODE39,2025-03-28 16:26:36
0000287271,_4656_,_K1_,CODE39,2025-03-28 16:26:36
0000296226,_4656_,_K1_,CODE39,2025-03-28 16:26:38
0000296080,_4656_,_K1_,CODE39,2025-03-28 16:26:38
0000296078,_4656_,_K1_,CODE39,2025-03-28 16:26:39
0000296079,_4656_,_K1_,CODE39,2025-03-28 16:26:40
0000296077,_4656_,_K1_,CODE39,2025-03-28 16:26:41
